1758358603: mosquitto version 2.0.22 starting
1758358603: Config loaded from /mosquitto/config/mosquitto.conf.
1758358603: Opening ipv4 listen socket on port 1883.
1758358603: Opening ipv6 listen socket on port 1883.
1758358603: mosquitto version 2.0.22 running
1758358606: New connection from 172.18.0.5:50145 on port 1883.
1758358606: New client connected from 172.18.0.5:50145 as auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (p2, c1, k60).
1758358606: No will message specified.
1758358606: Sending CONNACK to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (0, 0)
1758358606: Received SUBSCRIBE from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358606: 	Temp (QoS 0)
1758358606: auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 0 Temp
1758358606: Sending SUBACK to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358607: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358775: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358775: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358777: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358777: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358779: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358779: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358781: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358781: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358783: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358783: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358785: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358785: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358787: Received PINGREQ from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358787: Sending PINGRESP to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358787: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358787: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358789: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358789: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358791: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358791: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358793: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358793: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358795: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358795: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358797: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358797: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358799: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358799: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358801: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358801: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358803: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358803: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358805: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358805: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358807: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358807: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358809: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358809: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358811: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358811: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358813: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358813: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358815: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358815: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358817: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358817: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358819: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358819: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358821: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358821: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358823: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358823: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358825: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358825: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358827: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358827: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358829: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358829: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358831: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358831: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358833: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358833: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358835: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358835: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358837: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358837: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358839: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358839: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358841: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358841: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358843: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358843: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358845: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358845: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358847: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358847: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358848: Received PINGREQ from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358848: Sending PINGRESP to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358849: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358849: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358851: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358851: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358853: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358853: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358855: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358855: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358857: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358857: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358859: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358859: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358861: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358861: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358863: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358863: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358865: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358865: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358867: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358867: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358869: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358869: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358871: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358871: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358873: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358873: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358875: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358875: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358877: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358877: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358879: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358879: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358881: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358881: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358883: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358883: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358885: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358885: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358887: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358887: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358889: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358889: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358891: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358891: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358893: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358893: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358895: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358895: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358897: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358897: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358899: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358899: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358901: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358901: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358903: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358903: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358905: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358905: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358907: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358907: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358909: Received PINGREQ from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358909: Sending PINGRESP to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392
1758358909: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358909: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358911: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358911: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358913: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358913: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358915: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358915: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358917: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358917: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358919: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358919: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358921: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358921: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358923: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358923: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358925: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358925: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358927: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358927: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358929: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358929: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358931: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358931: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358933: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358933: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358935: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358935: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358937: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358937: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358939: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358939: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358941: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358941: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358943: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358943: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358945: Received PUBLISH from auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
1758358945: Sending PUBLISH to auto-1C623BE6-1EFB-E0B4-54D2-D2B8EA704392 (d0, q0, r0, m0, 'Temp', ... (4 bytes))
